"adsh","cik_id","name","sic","countryba","stprba","cityba","zipba","bas1","bas2","baph","countryma","stprma","cityma","zipma","mas1","mas2","countryinc","stprinc","ein_id","former","changed","afs","wksi","fye","form","period","fy","fp","filed","accepted","prevrpt","detail","instance","nciks","aciks","edgar_year"
"0001047469-10-001456",1465112,"DIRECTV",4899,"US","CA","EL SEGUNDO","90245","2230 E. IMPERIAL HIGHWAY","","310-964-0724","US","CA","EL SEGUNDO","90245","2230 E. IMPERIAL HIGHWAY","","US","DE",264772533,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 06:09:00.0",1,0,"dtv",1,"","2010Q1"
"0001047469-10-001465",5272,"AMERICAN INTERNATIONAL GROUP INC",6331,"US","NY","NEW YORK","10270","70 PINE ST","","2127707000","US","NY","NEW YORK","10270","70 PINE STREET","","US","DE",132592361,"AMERICAN INTERNATIONAL ENTERPRISES INC",19700507,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 07:20:00.0",0,0,"aig",1,"","2010Q1"
"0001047469-10-001476",21344,"COCA COLA CO",2080,"US","GA","ATLANTA","30313","ONE COCA COLA PLAZA","","404-676-2121","US","GA","ATLANTA","30313","ONE COCA COLA PLAZA","","US","DE",580628465,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 09:40:00.0",0,0,"ko",1,"","2010Q1"
"0001047469-10-001512",1168054,"CIMAREX ENERGY CO",1311,"US","CO","DENVER","80203-4518","1700 LINCOLN STREET","SUITE 1800","303-295-3995","US","CO","DENVER","80203-4518","1700 LINCOLN STREET","SUITE 1800","US","DE",450466694,"HELMERICH & PAYNE EXPLORATION & PRODUCTION CO",20020222,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 14:07:00.0",1,0,"xec",1,"","2010Q1"
"0001047469-10-001515",1004440,"CONSTELLATION ENERGY GROUP INC",4911,"US","MD","BALTIMORE","21202","100 CONSTELLATION WAY","","4104702800","US","MD","BALTIMORE","21202","100 CONSTELLATION WAY","","US","MD",521964611,"CONSTELLATION ENERGY CORP",19951220,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 14:21:00.0",0,0,"ceg",2,"9466","2010Q1"
"0001047469-10-001535",315293,"AON CORP",6411,"US","IL","CHICAGO","60601","200 EAST RANDOLPH STREET","","3123811000","US","IL","CHICAGO","60601","200 EAST RANDOLPH STREET","","US","DE",363051915,"COMBINED INTERNATIONAL CORP",19870504,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:17:00.0",0,0,"aoc",1,"","2010Q1"
"0001047469-10-001536",72903,"XCEL ENERGY INC",4931,"US","MN","MINNEAPOLIS","55402","800 NICOLLET MALL","","6123305500","US","MN","MINNEAPOLIS","55401","800 NICOLLET MALL","","US","MN",410448030,"NORTHERN STATES POWER CO /MN/",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:24:00.0",0,0,"xel",1,"","2010Q1"
"0001047469-10-001549",837173,"WALTER ENERGY, INC.",1220,"US","FL","TAMPA","33607","4211 W. BOY SCOUT BLVD.","","8138714811","US","FL","TAMPA","33607","4211 W. BOY SCOUT BLVD.","4211 W. BOY SCOUT BLVD.","US","DE",133429953,"WALTER INDUSTRIES INC /NEW/",19950207,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:59:00.0",0,0,"wlt",1,"","2010Q1"
"0001094093-10-000021",1094093,"PROGRESS ENERGY INC",4911,"US","NC","RALEIGH","27601","410 S WILMINGTON ST","","9195466463","US","NC","RALEIGH","27601","410 S WILMINGTON ST","","US","NC",562155481,"CP&L ENERGY INC",20000314,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 14:55:00.0",0,0,"pgn",3,"17797 37637","2010Q1"
"0001104659-10-010102",1070423,"PLAINS ALL AMERICAN PIPELINE LP",4610,"US","TX","HOUSTON","77002","333 CLAY STREET","SUITE 1600","7136544100","US","TX","HOUSTON","77002","333 CLAY STREET","SUITE 1600","US","DE",760582150,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 13:01:00.0",0,0,"paa",1,"","2010Q1"
"0001104659-10-010302",31462,"ECOLAB INC",2840,"US","MN","ST PAUL","55102","ECOLAB CORPORATE CENTER","370 WABASHA STREET NORTH","6512932233","US","MN","ST. PAUL","55102","ECOLAB CORPORATE CENTER","370 WABASHA STREET NORTH","US","DE",410231510,"ECONOMICS LABORATORY INC",19861203,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:38:00.0",0,0,"ecl",1,"","2010Q1"
"0001104659-10-010334",1001838,"SOUTHERN COPPER CORP/",1000,"US","AZ","PHOENIX","85028","11811 NORTH TATUM BLVD","SUITE 2500","602-494-5328","US","AZ","PHOENIX","85028","11811 NORTH TATUM BLVD","SUITE 2500","US","DE",133849074,"SOUTHERN PERU COPPER CORP/",19960726,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:11:00.0",0,0,"pcu",1,"","2010Q1"
"0001122304-10-000024",1122304,"AETNA INC /PA/",6324,"US","CT","HARTFORD","06156","151 FARMINGTON AVENUE","","8602730123","US","CT","HARTFORD","06156","151 FARMINGTON AVENUE","","US","PA",232229683,"AETNA U S HEALTHCARE INC",20000822,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:59:00.0",0,0,"aet",1,"","2010Q1"
"0001130310-10-000006",1130310,"CENTERPOINT ENERGY INC",4911,"US","TX","HOUSTON","77002","1111 LOUISIANA ST.","","7132073000","US","TX","HOUSTON","77002","1111 LOUISIANA ST.","","","",740694415,"RELIANT ENERGY REGCO INC",20001220,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 08:01:00.0",0,0,"cnp",1,"","2010Q1"
"0001193125-10-041006",874761,"AES CORP",4991,"US","VA","ARLINGTON","22203","4300 WILSON BOULEVARD","","7035221315","US","VA","ARLINGTON","22203","4300 WILSON BOULEVARD","","US","DE",541163725,"AES CORPORATION",19930328,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-25 17:55:00.0",0,0,"aes",1,"","2010Q1"
"0001193125-10-041024",1135971,"PEPCO HOLDINGS INC",4931,"US","DC","WASHINGTON","20068","SUITE 1300","701 NINTH STREET, NW","202-872-2000","US","DC","WASHINGTON","20068","SUITE 1300","701 NINTH STREET, NW","US","DE",522297449,"NEW RC INC",20010302,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-25 18:05:00.0",0,0,"pom",4,"8192 27879 79732","2010Q1"
"0001193125-10-041232",4962,"AMERICAN EXPRESS CO",6199,"US","NY","NEW YORK","10285","200 VESEY STREET","50TH FLOOR","2126402000","US","NY","NEW YORK","10285","200 VESEY STREET","50TH FLOOR","US","NY",134922250,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-25 20:48:00.0",0,0,"axp",1,"","2010Q1"
"0001193125-10-041278",106535,"WEYERHAEUSER CO",2400,"US","WA","FEDERAL WAY","98003","33663 WEYERHAEUSER WAY SOUTH","","2539242345","US","WA","FEDERAL WAY","98003","33663 WEYERHAEUSER WAY SOUTH","","US","WA",910470860,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-25 21:36:00.0",0,0,"wy",1,"","2010Q1"
"0001193125-10-041620",1010775,"MIRANT CORP",4911,"US","GA","ATLANTA","30338","1155 PERIMETER CENTER WEST","SUITE 100","6785795000","US","GA","ATLANTA","30338","1155 PERIMETER CENTER WEST","SUITE 100","US","DE",582056305,"SOUTHERN ENERGY INC",19980729,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 07:02:00.0",0,0,"mir",1,"","2010Q1"
"0001193125-10-041666",70858,"BANK OF AMERICA CORP /DE/",6021,"US","NC","CHARLOTTE","28255","BANK OF AMERICA CORPORATE CENTER","100 N TRYON ST","7043868486","US","NC","CHARLOTTE","28255","BANK OF AMERICA CORPORATE CENTER","100 N TRYON ST","US","DE",560906609,"BANKAMERICA CORP/DE/",19981022,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 07:51:00.0",0,0,"bac",1,"","2010Q1"
"0001193125-10-041685",732712,"VERIZON COMMUNICATIONS INC",4813,"US","NY","NEW YORK","10007","140 WEST STREET","29TH FLOOR","212-395-1000","US","NY","NEW YORK","10007","140 WEST STREET","29TH FLOOR","US","DE",232259884,"BELL ATLANTIC CORP",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 08:03:00.0",0,0,"vz",1,"","2010Q1"
"0001193125-10-041735",1413329,"PHILIP MORRIS INTERNATIONAL INC.",2111,"US","NY","NEW YORK","10017","120 PARK AVENUE","","(917) 663-2000","US","NY","NEW YORK","10017","120 PARK AVENUE","","US","VA",133435103,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 08:24:00.0",0,0,"pm",1,"","2010Q1"
"0001193125-10-041949",1276520,"GENWORTH FINANCIAL INC",6311,"US","VA","RICHMOND","23230","6620 WEST BROAD STREET","","804-281-6000","US","VA","RICHMOND","23230","6620 WEST BROAD STREET","","US","DE",331073076,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 10:25:00.0",0,0,"gnw",1,"","2010Q1"
"0001193125-10-042025",63908,"MCDONALDS CORP",5812,"US","IL","OAK BROOK","60523","ONE MCDONALD'S PLZ","DEPT 332","6306233154","US","IL","OAK BROOK","60523","ONE MCDONALDS PLAZA","DEPT 332","US","DE",362361282,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 10:46:00.0",0,0,"mcd",1,"","2010Q1"
"0001193125-10-042257",858470,"CABOT OIL & GAS CORP",1311,"US","TX","HOUSTON","77077","1200 ENCLAVE PARKWAY","","2815894600","","","","","","","US","DE",43072771,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 12:46:00.0",0,0,"cog",1,"","2010Q1"
"0001193125-10-042277",354908,"FLIR SYSTEMS INC",3812,"US","OR","WILSONVILLE","97070","27700 SW PARKWAY AVENUE","","5034983547","US","OR","WILSONVILLE","97070","27700 SW PARKWAY AVENUE","","US","OR",930708501,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 12:59:00.0",0,0,"flir",1,"","2010Q1"
"0001193125-10-042347",35527,"FIFTH THIRD BANCORP",6022,"US","OH","CINCINNATI","45263","38 FOUNTAIN SQ PLZ","FIFTH THIRD CENTER","5135795300","","","","","","","US","OH",310854434,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 13:15:00.0",0,0,"fitb",1,"","2010Q1"
"0001193125-10-042425",78003,"PFIZER INC",2834,"US","NY","NEW YORK","10017","235 E 42ND ST","","2125732323","US","NY","NEW YORK","10017","235 E 42ND ST","","US","DE",135315170,"PFIZER CHARLES & CO INC",19710908,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 13:43:00.0",0,0,"pfe",1,"","2010Q1"
"0001193125-10-042491",101830,"SPRINT NEXTEL CORP",4813,"US","KS","OVERLAND PARK","66251","6200 SPRINT PARKWAY","","800-829-0965","US","KS","OVERLAND PARK","66251","6200 SPRINT PARKWAY","","US","KS",480457967,"SPRINT CORP",19921222,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 14:05:00.0",0,0,"s",1,"","2010Q1"
"0001193125-10-042577",798354,"FISERV INC",7374,"US","WI","BROOKFIELD","53045","255 FISERV DR","PO BOX 979","4148795000","US","WI","BROOKFIELD","53045","255 FISERV DRIVE","","US","WI",391506125,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 14:29:00.0",0,0,"fisv",1,"","2010Q1"
"0001193125-10-042642",75362,"PACCAR INC",3711,"US","WA","BELLEVUE","98004","PACCAR BUILDING","777 106TH AVENUE NE","425 468 7383","US","WA","BELLEVUE","98004","PACCAR BUILDING","777 106TH AVENUE NE","US","DE",910351110,"PACIFIC CAR & FOUNDRY CO",19720707,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 14:59:00.0",0,0,"pcar",1,"","2010Q1"
"0001193125-10-042654",55067,"KELLOGG CO",2040,"US","MI","BATTLE CREEK","49016-3599","ONE KELLOGG SQ","P O BOX 3599","2699612000","US","MI","BATTLE CREEK","49016-3599","ONE KELLOGG SQUARE","P O BOX 3599","US","DE",380710690,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:03:00.0",0,0,"k",1,"","2010Q1"
"0001193125-10-042685",73124,"NORTHERN TRUST CORP",6022,"US","IL","CHICAGO","60603","50 S LASALLE ST","","3126306000","US","IL","CHICAGO","60603","50 S LASALLE ST","","US","DE",362723087,"NORTRUST CORP",19780525,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:13:00.0",0,0,"ntrs",1,"","2010Q1"
"0001193125-10-042716",5513,"UNUM GROUP",6321,"US","TN","CHATTANOOGA","37402","1 FOUNTAIN SQUARE","","4232944350","US","TN","CHATTANOOGA","37402","1 FOUNTAIN SQUARE","","US","DE",621598430,"UNUMPROVIDENT CORP",19990702,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:23:00.0",0,0,"unm",1,"","2010Q1"
"0001193125-10-042763",895421,"MORGAN STANLEY",6211,"US","NY","NEW YORK","10036","1585 BROADWAY","","212-761-4000","US","NY","NEW YORK","10036","1585 BROADWAY","","US","DE",363145972,"MORGAN STANLEY DEAN WITTER & CO",19980326,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:35:00.0",0,0,"ms",1,"","2010Q1"
"0001193125-10-042765",62709,"MARSH & MCLENNAN COMPANIES, INC.",6411,"US","NY","NEW YORK","10036","1166 AVENUE OF THE AMERICAS","","2123455000","US","NY","NEW YORK","10036","1166 AVENUE OF THE AMERICAS","","US","DE",362668272,"MARSH & MCLENNAN COMPANIES INC",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:35:00.0",0,0,"mmc",1,"","2010Q1"
"0001193125-10-042802",717423,"MURPHY OIL CORP /DE",2911,"US","AR","EL DORADO","71731-7000","200 PEACH ST","PO BOX 7000","8708626411","US","AR","EL DORADO","71731-7000","200 PEACH STREET","PO BOX 7000","US","DE",710361522,"NEW MURPHY OIL CORP /DE",19831115,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:43:00.0",0,0,"mur",1,"","2010Q1"
"0001193125-10-042810",320335,"TORCHMARK CORP",6311,"US","TX","MCKINNEY","75070","3700 SOUTH STONEBRIDGE DRIVE","","972-569-4000","US","TX","MCKINNEY","75070","3700 SOUTH  STONEBRIDGE DRIVE","","US","DE",630780404,"TORCHMARK CORP SAVINGS & INVESTMENT PLAN",19820825,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 15:47:00.0",0,0,"tmk",1,"","2010Q1"
"0001193125-10-042883",715957,"DOMINION RESOURCES INC /VA/",4911,"US","VA","RICHMOND","23219","120 TREDEGAR STREET","","8048192000","US","VA","RICHMOND","23261","P. O. BOX 26532","","US","VA",541229715,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:06:00.0",0,0,"d",2,"103682","2010Q1"
"0001193125-10-042898",101778,"MARATHON OIL CORP",2911,"US","TX","HOUSTON","77253-3128","P O BOX 3128","","7136296600","US","TX","HOUSTON","77056","5555 SAN FELIPE ROAD","","US","DE",250996816,"USX CORP",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:09:00.0",0,0,"mro",1,"","2010Q1"
"0001193125-10-042908",1090727,"UNITED PARCEL SERVICE INC",4210,"US","GA","ATLANTA","30328","55 GLENLAKE PARKWAY NE","","4048286000","US","GA","ATLANTA","30328","55 GLENLAKE PARKWAY NE","","US","DE",582480149,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:13:00.0",0,0,"ups",1,"","2010Q1"
"0001193125-10-042929",34088,"EXXON MOBIL CORP",2911,"US","TX","IRVING","75039-2298","5959 LAS COLINAS BLVD","","9724441000","US","TX","IRVING","75039-2298","5959 LAS COLINAS BLVD","","US","NJ",135409005,"EXXON CORP",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:17:00.0",0,0,"xom",1,"","2010Q1"
"0001193125-10-042964",1038357,"PIONEER NATURAL RESOURCES CO",1311,"US","TX","IRVING","75039","200 WILLIAMS SQUARE WEST","5205 N OCONNOR BLVD","9724449001","US","TX","IRVING","75039","200 WILLIAMS SQUARE WEST","5205 N OCONNOR BLVD","US","DE",752702753,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:26:00.0",0,0,"pxd",1,"","2010Q1"
"0001193125-10-042974",746515,"EXPEDITORS INTERNATIONAL OF WASHINGTON INC",4731,"US","WA","SEATTLE","98104","1015 THIRD AVENUE 12TH FLOOR","","2066743400","US","WA","SEATTLE","98104","1015 THIRD AVENUE 12TH FLOOR","","US","WA",911069248,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:27:00.0",0,0,"expd",1,"","2010Q1"
"0001193125-10-042975",92230,"BB&T CORP",6021,"US","NC","WINSTON-SALEM","27101","200 WEST SECOND STREET","","3367332000","US","NC","WINSTON-SALEM","27101","200 WEST SECOND STREET","","US","NC",560939887,"SOUTHERN NATIONAL CORP /NC/",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:28:00.0",0,0,"bbt",1,"","2010Q1"
"0001193125-10-042997",310764,"STRYKER CORP",3841,"US","MI","KALAMAZOO","49002","2825 AIRVIEW BLVD","","2693852600","US","MI","KALAMAZOO","49002","2825 AIRVIEW BLVD","","US","MI",381239739,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:33:00.0",0,0,"syk",1,"","2010Q1"
"0001193125-10-043048",1137774,"PRUDENTIAL FINANCIAL INC",6311,"US","NJ","NEWARK","07102","751 BROAD ST","","9738026000","US","NJ","NEWARK","07102","751 BROAD ST","","US","NJ",223703799,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:49:00.0",0,0,"pru",1,"","2010Q1"
"0001193125-10-043079",108772,"XEROX CORP",3577,"US","CT","NORWALK","06856","45 GLOVER AVENUE","PO BOX 4505","2039683000","US","CT","NORWALK","06856","45 GLOVER AVENUE","PO BOX 4505","US","NY",160468020,"HALOID XEROX INC",19730813,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 16:58:00.0",0,0,"xrx",1,"","2010Q1"
"0001193125-10-043083",1326160,"DUKE ENERGY CORP",4931,"US","NC","CHARLOTTE","28202","526 SOUTH CHURCH STREET","EC03T","704-594-6200","US","NC","CHARLOTTE","28202","526 SOUTH CHURCH STREET","EC03T","US","DE",202777218,"DUKE ENERGY HOLDING CORP.",20050628,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:00:00.0",0,0,"duk",1,"","2010Q1"
"0001193125-10-043086",64803,"CVS CAREMARK CORP",5912,"US","RI","WOONSOCKET","02895","ONE CVS DR.","","4017651500","US","RI","WOONSOCKET","02895","ONE CVS DR.","","US","DE",50494040,"CVS/CAREMARK CORP",20070322,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:01:00.0",0,0,"cvs",1,"","2010Q1"
"0001193125-10-043093",790070,"EMC CORP",3572,"US","MA","HOPKINTON","01748-9103","176 SOUTH STREET","","5082937208","US","MA","HOPKINTON","01748-9103","176 SOUTH STREET","","US","MA",42680009,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:03:00.0",0,0,"emc",1,"","2010Q1"
"0001193125-10-043119",49938,"IMPERIAL OIL LTD",2911,"CA","AB","CALGARY","T2P 3M9","237 FOURTH AVENUE S.W.","","1-800-567-3776","CA","AB","CALGARY","T2P 3M9","237 FOURTH AVENUE S.W.","","","",980017682,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:11:00.0",0,0,"imo",1,"","2010Q1"
"0001193125-10-043126",850693,"ALLERGAN INC",2834,"US","CA","IRVINE","92612","2525 DUPONT DRIVE","","7142464500","US","CA","IRVINE","92713-9534","P.O. BOX 19534","","US","DE",951622442,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:14:00.0",0,0,"agn",1,"","2010Q1"
"0001193125-10-043149",1011006,"YAHOO INC",7373,"US","CA","SUNNYVALE","94089","YAHOO! INC.","701 FIRST AVENUE","4083493300","US","CA","SUNNYVALE","94089","701 FIRST AVENUE","","US","DE",770398689,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:19:00.0",0,0,"yhoo",1,"","2010Q1"
"0001193125-10-043152",927628,"CAPITAL ONE FINANCIAL CORP",6022,"US","VA","MCLEAN","22102","1680 CAPITAL ONE DRIVE","SUITE 1400","7037201000","US","VA","MCLEAN","22102","1680 CAPITAL ONE DRIVE","SUITE 1400","US","DE",541719854,"OAKSTONE FINANCIAL CORP",19940728,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:19:00.0",0,0,"cof",1,"","2010Q1"
"0001193125-10-043155",1002910,"AMEREN CORP",4931,"US","MO","ST LOUIS","63166-6149","1901 CHOUTEAU AVE","MC 1370","314-621-3222","US","MO","ST LOUIS","63103","1901 CHOUTEAU AVE","MC 1370","US","MO",431723446,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:21:00.0",0,0,"aee",6,"18651 18654 49816 100826 1135361","2010Q1"
"0001193125-10-043162",1014473,"VERISIGN INC/CA",7371,"US","CA","MOUNTAIN VIEW","94043","487 EAST MIDDLEFIELD ROAD","ATTN: GENERAL COUNSEL","6509617500","US","CA","MOUNTAIN VIEW","94043","487 EAST MIDDLEFIELD ROAD","ATTN: GENERAL COUNSEL","US","DE",943221585,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:22:00.0",0,0,"vrsn",1,"","2010Q1"
"0001193125-10-043173",4977,"AFLAC INC",6321,"US","GA","COLUMBUS","31999","1932 WYNNTON RD","","7063233431","US","GA","COLUMBUS","31999","1932 WYNNTON ROAD","","US","GA",581167100,"AMERICAN FAMILY CORP",19920306,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:25:00.0",0,0,"afl",1,"","2010Q1"
"0001193125-10-043180",1156375,"CME GROUP INC.",6200,"US","IL","CHICAGO","60606","20 S. WACKER DR.","","3129303011","US","IL","CHICAGO","60606","20 S. WACKER DR.","","US","DE",364459170,"CHICAGO MERCANTILE EXCHANGE HOLDINGS INC",20010802,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:27:00.0",0,0,"cme",1,"","2010Q1"
"0001206774-10-000406",831001,"CITIGROUP INC",6021,"US","NY","NEW YORK","10043","399 PARK AVENUE","","2125591000","US","NY","NEW YORK","10043","399 PARK AVENUE","","US","DE",521568099,"TRAVELERS GROUP INC",19950519,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100226,"2010-02-26 17:00:00.0",0,0,"c",1,"","2010Q1"
"0000007332-10-000005",7332,"SOUTHWESTERN ENERGY CO",1311,"US","TX","HOUSTON","77032","2350 N. SAM HOUSTON PARKWAY EAST","SUITE 125","2816184700","US","TX","HOUSTON","77032","2350 N. SAM HOUSTON PARKWAY EAST","SUITE 125","US","DE",710205415,"ARKANSAS WESTERN GAS CO",19790917,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:26:00.0",0,0,"swn",1,"","2010Q1"
"0000059558-10-000073",59558,"LINCOLN NATIONAL CORP",6311,"US","PA","RADNOR","19087","150 N RADNOR CHESTER RD","","4845831475","US","PA","RADNOR","19087","150 N RADNOR CHESTER RD","","US","IN",351140070,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 15:59:00.0",0,0,"lnc",1,"","2010Q1"
"0000092122-10-000009",92122,"SOUTHERN CO",4911,"US","GA","ATLANTA","30308","30 IVAN ALLEN JR. BLVD., N.W.","","4045065000","US","GA","ATLANTA","30308","30 IVAN ALLEN JR. BLVD., N.W.","","US","DE",580690070,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 16:39:00.0",0,0,"so",6,"3153 41091 44545 66904 1160661","2010Q1"
"0000277135-10-000011",277135,"GRAINGER W W INC",5000,"US","IL","LAKE FOREST","60045-5201","100 GRAINGER PARKWAY","","847-535-1000","US","IL","LAKE FOREST","60045","100 GRAINGER PARKWAY","","US","IL",361150280,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 11:10:00.0",0,0,"gww",1,"","2010Q1"
"0000732717-10-000013",732717,"AT&T INC.",4813,"US","TX","DALLAS","75202","208 S. AKARD ST","ATTN :  ANDREW LIBERA","2108214105","US","TX","DALLAS","75202","208 S. AKARD ST","ATTN :  ANDREW LIBERA","US","DE",431301883,"SBC COMMUNICATIONS INC",19950501,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:19:00.0",0,0,"t",1,"","2010Q1"
"0000797468-10-000020",797468,"OCCIDENTAL PETROLEUM CORP /DE/",1311,"US","CA","LOS ANGELES","90024","10889 WILSHIRE BLVD","","3102088800","US","CA","LOS ANGELES","90024","10889 WILSHIRE BOULEVARD","","US","DE",954035997,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 14:54:00.0",0,0,"oxy",1,"","2010Q1"
"0000821189-10-000011",821189,"EOG RESOURCES INC",1311,"US","TX","HOUSTON","77002","1111 BAGBY, SKY LOBBY 2","","7136517000","US","TX","HOUSTON","77002","1111 BAGBY, SKY LOBBY 2","","US","DE",470684736,"ENRON OIL & GAS CO",19920703,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 17:11:00.0",0,0,"eog",1,"","2010Q1"
"0000950123-10-016612",701221,"CIGNA CORP",6324,"US","PA","PHILADELPHIA","19192-1550","ONE LIBERTY PLACE","1601 CHESTNUT STREET","2157611000","US","PA","PHILADELPHIA","19192","TWO LIBERTY PLACE 48TH FLOOR","1601 CHESTNUT STREET","US","DE",61059331,"",NA,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 06:06:00.0",0,0,"ci",1,"","2010Q1"
"0000950123-10-016613",1164727,"NEWMONT MINING CORP /DE/",1040,"US","CO","GREENWOOD VILLAGE","80111","6363 SOUTH FIDDLERS GREEN CIRCLE","","303-863-7414","US","CO","GREENWOOD VILLAGE","80111","6363 SOUTH FIDDLERS GREEN CIRCLE","","US","DE",841611629,"DELTA HOLDCO CORP",20020109,"1-LAF",1,1231,"10-K",20091231,2009,"FY",20100225,"2010-02-25 06:06:00.0",0,0,"nem",1,"","2010Q1"
